id	node1	relation	node2	node1;label	node2;label	relation;label	relation;dimension	source	sentence
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/trailing_truck-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/trailing_truck	0 4 4 2	trailing truck	related to		CN	
/c/en/0_4_4_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_4_4_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 4 4 2	trailing wheel	related to		CN	
/c/en/0_4_4_2s/n-/r/FormOf-/c/en/0_4_4_2-0000	/c/en/0_4_4_2s/n	/r/FormOf	/c/en/0_4_4_2	0 4 4 2s	0 4 4 2	form of		CN	
/c/en/0_4_4_2s/n-/r/RelatedTo-/c/en/0_4_4_2-0000	/c/en/0_4_4_2s/n	/r/RelatedTo	/c/en/0_4_4_2	0 4 4 2s	0 4 4 2	related to		CN	
/c/en/0_4_4s/n-/r/FormOf-/c/en/0_4_4-0000	/c/en/0_4_4s/n	/r/FormOf	/c/en/0_4_4	0 4 4s	0 4 4	form of		CN	
/c/en/0_4_4s/n-/r/RelatedTo-/c/en/0_4_4-0000	/c/en/0_4_4s/n	/r/RelatedTo	/c/en/0_4_4	0 4 4s	0 4 4	related to		CN	
/c/en/0_60-/r/DerivedFrom-/c/en/0-0000	/c/en/0_60	/r/DerivedFrom	/c/en/0	0 60	0	derived from		CN	
/c/en/0_60-/r/DerivedFrom-/c/en/60-0000	/c/en/0_60	/r/DerivedFrom	/c/en/60	0 60	60	derived from		CN	
/c/en/0_60/n-/r/HasContext-/c/en/automotive-0000	/c/en/0_60/n	/r/HasContext	/c/en/automotive	0 60	automotive	has context		CN	
/c/en/0_60/n-/r/RelatedTo-/c/en/km_h-0000	/c/en/0_60/n	/r/RelatedTo	/c/en/km_h	0 60	km h	related to		CN	
/c/en/0_60/n-/r/RelatedTo-/c/en/standing_start-0000	/c/en/0_60/n	/r/RelatedTo	/c/en/standing_start	0 60	standing start	related to		CN	
/c/en/0_60/n-/r/SimilarTo-/c/en/0_60_0-0000	/c/en/0_60/n	/r/SimilarTo	/c/en/0_60_0	0 60	0 60 0	similar to		CN	
/c/en/0_60/n-/r/SimilarTo-/c/en/60_0-0000	/c/en/0_60/n	/r/SimilarTo	/c/en/60_0	0 60	60 0	similar to		CN	
/c/en/0_60_0-/r/DerivedFrom-/c/en/0_60-0000	/c/en/0_60_0	/r/DerivedFrom	/c/en/0_60	0 60 0	0 60	derived from		CN	
/c/en/0_60_0-/r/DerivedFrom-/c/en/60_0-0000	/c/en/0_60_0	/r/DerivedFrom	/c/en/60_0	0 60 0	60 0	derived from		CN	
/c/en/0_60_0/n-/r/HasContext-/c/en/automotive-0000	/c/en/0_60_0/n	/r/HasContext	/c/en/automotive	0 60 0	automotive	has context		CN	
/c/en/0_60_0/n-/r/RelatedTo-/c/en/km_h-0000	/c/en/0_60_0/n	/r/RelatedTo	/c/en/km_h	0 60 0	km h	related to		CN	
/c/en/0_60_0/n-/r/RelatedTo-/c/en/mph-0000	/c/en/0_60_0/n	/r/RelatedTo	/c/en/mph	0 60 0	mph	related to		CN	
/c/en/0_60_0/n-/r/RelatedTo-/c/en/standing_start-0000	/c/en/0_60_0/n	/r/RelatedTo	/c/en/standing_start	0 60 0	standing start	related to		CN	
/c/en/0_60_0/n-/r/SimilarTo-/c/en/0_60-0000	/c/en/0_60_0/n	/r/SimilarTo	/c/en/0_60	0 60 0	0 60	similar to		CN	
/c/en/0_60_0/n-/r/SimilarTo-/c/en/60_0-0000	/c/en/0_60_0/n	/r/SimilarTo	/c/en/60_0	0 60 0	60 0	similar to		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/driving_wheel	0 6 0	driving wheel	related to		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/leading_wheel	0 6 0	leading wheel	related to		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 6 0	steam locomotive	related to		CN	
/c/en/0_6_0/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_6_0/n	/r/RelatedTo	/c/en/trailing_wheel	0 6 0	trailing wheel	related to		CN	
/c/en/0_6_0s/n-/r/FormOf-/c/en/0_6_0-0000	/c/en/0_6_0s/n	/r/FormOf	/c/en/0_6_0	0 6 0s	0 6 0	form of		CN	
/c/en/0_6_0s/n-/r/RelatedTo-/c/en/0_6_0-0000	/c/en/0_6_0s/n	/r/RelatedTo	/c/en/0_6_0	0 6 0s	0 6 0	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/driving_wheel	0 6 2	driving wheel	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/leading_wheel	0 6 2	leading wheel	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/steam_locomotive	0 6 2	steam locomotive	related to		CN	
/c/en/0_6_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_6_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 6 2	trailing wheel	related to		CN	
/c/en/0_6_2s/n-/r/FormOf-/c/en/0_6_2-0000	/c/en/0_6_2s/n	/r/FormOf	/c/en/0_6_2	0 6 2s	0 6 2	form of		CN	
/c/en/0_6_2s/n-/r/RelatedTo-/c/en/0_6_2-0000	/c/en/0_6_2s/n	/r/RelatedTo	/c/en/0_6_2	0 6 2s	0 6 2	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/driving_wheel	0 6 4	driving wheel	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/leading_wheel	0 6 4	leading wheel	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/steam_locomotive	0 6 4	steam locomotive	related to		CN	
/c/en/0_6_4/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_6_4/n	/r/RelatedTo	/c/en/trailing_wheel	0 6 4	trailing wheel	related to		CN	
/c/en/0_6_4s/n-/r/FormOf-/c/en/0_6_4-0000	/c/en/0_6_4s/n	/r/FormOf	/c/en/0_6_4	0 6 4s	0 6 4	form of		CN	
/c/en/0_6_4s/n-/r/RelatedTo-/c/en/0_6_4-0000	/c/en/0_6_4s/n	/r/RelatedTo	/c/en/0_6_4	0 6 4s	0 6 4	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/driving_wheel	0 6 6 0	driving wheel	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/leading_truck-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/leading_truck	0 6 6 0	leading truck	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/locomotive-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/locomotive	0 6 6 0	locomotive	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/mallet-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/mallet	0 6 6 0	mallet	related to		CN	
/c/en/0_6_6_0/n-/r/RelatedTo-/c/en/trailing_truck-0000	/c/en/0_6_6_0/n	/r/RelatedTo	/c/en/trailing_truck	0 6 6 0	trailing truck	related to		CN	
/c/en/0_6_6_0s/n-/r/FormOf-/c/en/0_6_6_0-0000	/c/en/0_6_6_0s/n	/r/FormOf	/c/en/0_6_6_0	0 6 6 0s	0 6 6 0	form of		CN	
/c/en/0_6_6_0s/n-/r/RelatedTo-/c/en/0_6_6_0-0000	/c/en/0_6_6_0s/n	/r/RelatedTo	/c/en/0_6_6_0	0 6 6 0s	0 6 6 0	related to		CN	
/c/en/0_80_screws-/r/HasProperty-/c/en/very_small-0000	/c/en/0_80_screws	/r/HasProperty	/c/en/very_small	0 80 screws	very small	has property		CN	[[0-80 screws]] are [[very small]]
/c/en/0_8_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/driving_wheel	0 8 0	driving wheel	related to		CN	
/c/en/0_8_0/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/leading_wheel	0 8 0	leading wheel	related to		CN	
/c/en/0_8_0/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/steam_locomotive	0 8 0	steam locomotive	related to		CN	
/c/en/0_8_0/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_8_0/n	/r/RelatedTo	/c/en/trailing_wheel	0 8 0	trailing wheel	related to		CN	
/c/en/0_8_0s/n-/r/FormOf-/c/en/0_8_0-0000	/c/en/0_8_0s/n	/r/FormOf	/c/en/0_8_0	0 8 0s	0 8 0	form of		CN	
/c/en/0_8_0s/n-/r/RelatedTo-/c/en/0_8_0-0000	/c/en/0_8_0s/n	/r/RelatedTo	/c/en/0_8_0	0 8 0s	0 8 0	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/driving_wheel	0 8 2	driving wheel	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/leading_wheel	0 8 2	leading wheel	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/steam_locomotive	0 8 2	steam locomotive	related to		CN	
/c/en/0_8_2/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_8_2/n	/r/RelatedTo	/c/en/trailing_wheel	0 8 2	trailing wheel	related to		CN	
/c/en/0_8_2s/n-/r/FormOf-/c/en/0_8_2-0000	/c/en/0_8_2s/n	/r/FormOf	/c/en/0_8_2	0 8 2s	0 8 2	form of		CN	
/c/en/0_8_2s/n-/r/RelatedTo-/c/en/0_8_2-0000	/c/en/0_8_2s/n	/r/RelatedTo	/c/en/0_8_2	0 8 2s	0 8 2	related to		CN	
/c/en/0_8_4/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_8_4/n	/r/RelatedTo	/c/en/driving_wheel	0 8 4	driving wheel	related to		CN	
/c/en/0_8_4/n-/r/RelatedTo-/c/en/leading_wheel-0000	/c/en/0_8_4/n	/r/RelatedTo	/c/en/leading_wheel	0 8 4	leading wheel	related to		CN	
/c/en/0_8_4/n-/r/RelatedTo-/c/en/steam_locomotive-0000	/c/en/0_8_4/n	/r/RelatedTo	/c/en/steam_locomotive	0 8 4	steam locomotive	related to		CN	
/c/en/0_8_4/n-/r/RelatedTo-/c/en/trailing_wheel-0000	/c/en/0_8_4/n	/r/RelatedTo	/c/en/trailing_wheel	0 8 4	trailing wheel	related to		CN	
/c/en/0_8_4s/n-/r/FormOf-/c/en/0_8_4-0000	/c/en/0_8_4s/n	/r/FormOf	/c/en/0_8_4	0 8 4s	0 8 4	form of		CN	
/c/en/0_8_4s/n-/r/RelatedTo-/c/en/0_8_4-0000	/c/en/0_8_4s/n	/r/RelatedTo	/c/en/0_8_4	0 8 4s	0 8 4	related to		CN	
/c/en/0_8_8_0-/r/RelatedTo-/c/en/angus-0000	/c/en/0_8_8_0	/r/RelatedTo	/c/en/angus	0 8 8 0	angus	related to		CN	
/c/en/0_8_8_0/n-/r/RelatedTo-/c/en/driving_wheel-0000	/c/en/0_8_8_0/n	/r/RelatedTo	/c/en/driving_wheel	0 8 8 0	driving wheel	related to		CN	
/c/en/0_8_8_0/n-/r/RelatedTo-/c/en/leading_truck-0000	/c/en/0_8_8_0/n	/r/RelatedTo	/c/en/leading_truck	0 8 8 0	leading truck	related to		CN	
/c/en/0_8_8_0/n-/r/RelatedTo-/c/en/locomotive-0000	/c/en/0_8_8_0/n	/r/RelatedTo	/c/en/locomotive	0 8 8 0	locomotive	related to		CN	
/c/en/0_8_8_0/n-/r/RelatedTo-/c/en/mallet-0000	/c/en/0_8_8_0/n	/r/RelatedTo	/c/en/mallet	0 8 8 0	mallet	related to		CN	
/c/en/0_8_8_0/n-/r/RelatedTo-/c/en/trailing_truck-0000	/c/en/0_8_8_0/n	/r/RelatedTo	/c/en/trailing_truck	0 8 8 0	trailing truck	related to		CN	
/c/en/0_8_8_0s/n-/r/FormOf-/c/en/0_8_8_0-0000	/c/en/0_8_8_0s/n	/r/FormOf	/c/en/0_8_8_0	0 8 8 0s	0 8 8 0	form of		CN	
/c/en/0_8_8_0s/n-/r/RelatedTo-/c/en/0_8_8_0-0000	/c/en/0_8_8_0s/n	/r/RelatedTo	/c/en/0_8_8_0	0 8 8 0s	0 8 8 0	related to		CN	
/c/en/0_dark_hundred-/r/RelatedTo-/c/en/beer_o'clock-0000	/c/en/0_dark_hundred	/r/RelatedTo	/c/en/beer_o'clock	0 dark hundred	beer o'clock	related to		CN	
/c/en/0_dark_hundred/n-/r/HasContext-/c/en/military_slang-0000	/c/en/0_dark_hundred/n	/r/HasContext	/c/en/military_slang	0 dark hundred	military slang	has context		CN	
/c/en/0_dark_hundred/n-/r/HasContext-/c/en/us-0000	/c/en/0_dark_hundred/n	/r/HasContext	/c/en/us	0 dark hundred	us	has context		CN	
/c/en/0_dark_hundred/n-/r/RelatedTo-/c/en/0_dark_thirty-0000	/c/en/0_dark_hundred/n	/r/RelatedTo	/c/en/0_dark_thirty	0 dark hundred	0 dark thirty	related to		CN	
/c/en/0_dark_thirty-/r/RelatedTo-/c/en/beer_o'clock-0000	/c/en/0_dark_thirty	/r/RelatedTo	/c/en/beer_o'clock	0 dark thirty	beer o'clock	related to		CN	
/c/en/0_dark_thirty/n-/r/HasContext-/c/en/military_slang-0000	/c/en/0_dark_thirty/n	/r/HasContext	/c/en/military_slang	0 dark thirty	military slang	has context		CN	
/c/en/0_dark_thirty/n-/r/HasContext-/c/en/us-0000	/c/en/0_dark_thirty/n	/r/HasContext	/c/en/us	0 dark thirty	us	has context		CN	
/c/en/0_dark_thirty/n-/r/RelatedTo-/c/en/0_dark_hundred-0000	/c/en/0_dark_thirty/n	/r/RelatedTo	/c/en/0_dark_hundred	0 dark thirty	0 dark hundred	related to		CN	
/c/en/0_day/a-/r/FormOf-/c/en/zero_day-0000	/c/en/0_day/a	/r/FormOf	/c/en/zero_day	0 day	zero day	form of		CN	
/c/en/0_day/a-/r/HasContext-/c/en/computing-0000	/c/en/0_day/a	/r/HasContext	/c/en/computing	0 day	computing	has context		CN	
/c/en/0_day/n-/r/FormOf-/c/en/zero_day-0000	/c/en/0_day/n	/r/FormOf	/c/en/zero_day	0 day	zero day	form of		CN	
/c/en/0_day/n-/r/HasContext-/c/en/computing-0000	/c/en/0_day/n	/r/HasContext	/c/en/computing	0 day	computing	has context		CN	
/c/en/0_days/n-/r/FormOf-/c/en/0_day-0000	/c/en/0_days/n	/r/FormOf	/c/en/0_day	0 days	0 day	form of		CN	
/c/en/0_deg_lat/n-/r/RelatedTo-/c/en/equator-0000	/c/en/0_deg_lat/n	/r/RelatedTo	/c/en/equator	0 deg lat	equator	related to		CN	
/c/en/0_degrees_celcius-/r/DefinedAs-/c/en/point_at_which_water_freezes-0000	/c/en/0_degrees_celcius	/r/DefinedAs	/c/en/point_at_which_water_freezes	0 degrees celcius	point at which water freezes	defined as		CN	[[0 degrees celcius]] is the [[point at which water freezes]]
/c/en/0_degrees_celcius-/r/DefinedAs-/c/en/temperature_at_which_water_freezes-0000	/c/en/0_degrees_celcius	/r/DefinedAs	/c/en/temperature_at_which_water_freezes	0 degrees celcius	temperature at which water freezes	defined as		CN	[[0 degrees Celcius]] is the [[temperature at which water freezes]]
/c/en/0_degress_farenheit-/r/HasProperty-/c/en/very_cold-0000	/c/en/0_degress_farenheit	/r/HasProperty	/c/en/very_cold	0 degress farenheit	very cold	has property		CN	[[0 degress farenheit]] is [[very cold]]
/c/en/0r-/r/EtymologicallyRelatedTo-/c/en/er-0000	/c/en/0r	/r/EtymologicallyRelatedTo	/c/en/er	0r	er	etymologically related to		CN	
/c/en/0r-/r/EtymologicallyRelatedTo-/c/en/or-0000	/c/en/0r	/r/EtymologicallyRelatedTo	/c/en/or	0r	or	etymologically related to		CN	
/c/en/0r-/r/HasContext-/c/en/internet_slang-0000	/c/en/0r	/r/HasContext	/c/en/internet_slang	0r	internet slang	has context		CN	
/c/en/0r-/r/HasContext-/c/en/leet-0000	/c/en/0r	/r/HasContext	/c/en/leet	0r	leet	has context		CN	
/c/en/0r-/r/HasContext-/c/en/nonstandard-0000	/c/en/0r	/r/HasContext	/c/en/nonstandard	0r	nonstandard	has context		CN	
/c/en/0s/n-/r/FormOf-/c/en/0-0000	/c/en/0s/n	/r/FormOf	/c/en/0	0s	0	form of		CN	
/c/en/0s/n-/r/RelatedTo-/c/en/0-0000	/c/en/0s/n	/r/RelatedTo	/c/en/0	0s	0	related to		CN	
/c/en/0th-/r/DerivedFrom-/c/en/0/n-0000	/c/en/0th	/r/DerivedFrom	/c/en/0/n	0th	0	derived from		CN	
/c/en/0tlps/n-/r/FormOf-/c/en/0tlp-0000	/c/en/0tlps/n	/r/FormOf	/c/en/0tlp	0tlps	0tlp	form of		CN	
/c/en/1-/r/CapableOf-/c/en/equal_1-0000	/c/en/1	/r/CapableOf	/c/en/equal_1	1	equal 1	capable of		CN	[[1]] can [[equal 1]]
/c/en/1-/r/HasContext-/c/en/internet-0000	/c/en/1	/r/HasContext	/c/en/internet	1	internet	has context		CN	
/c/en/1-/r/HasContext-/c/en/internet_slang-0000	/c/en/1	/r/HasContext	/c/en/internet_slang	1	internet slang	has context		CN	
/c/en/1-/r/HasContext-/c/en/leet-0000	/c/en/1	/r/HasContext	/c/en/leet	1	leet	has context		CN	
/c/en/1-/r/HasContext-/c/en/sarcastic-0000	/c/en/1	/r/HasContext	/c/en/sarcastic	1	sarcastic	has context		CN	